,id_caller,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,Type,jpg_url,img_num,Dog_Breed,favorite_count,retweet_count
1218,714957620017307648,NaN,NaN,2016-03-29 23:29:14,Twitter for iPhone,This is Curtis. He's an Albino Haberdasher. Terrified of dandelions. They really spook him up. 10/10 it'll be ok pup https://t.co/s8YcfZrWhK,https://twitter.com/dog_rates/status/714957620017307648/photo/1,10.0,10,Curtis,None,None,None,None,floofer,https://pbs.twimg.com/media/ClHUkhQWAAAy7Yj.jpg,3,Weimaraner,19603,7240
1219,714631576617938945,NaN,NaN,2016-03-29 01:53:39,Twitter for iPhone,This is Benedict. He's a feisty pup. Needs a brushing. Portable af. Looks very angry actually. 4/10 might not pet https://t.co/3oeFfHjv0Z,https://twitter.com/dog_rates/status/714631576617938945/photo/1,4.0,10,Benedict,None,None,None,None,floofer,https://pbs.twimg.com/media/ClLZU8LWQAAsOxV.jpg,1,dalmatian,13038,5392
1220,714606013974974464,NaN,NaN,2016-03-29 00:12:05,Twitter for iPhone,Here are two lil cuddly puppers. Both 12/10 would snug like so much https://t.co/zO4eb7C4tG,https://twitter.com/dog_rates/status/714606013974974464/photo/1,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/ClMl4VLUYAA5qBb.jpg,1,bull_mastiff,4388,1307
1221,714485234495041536,NaN,NaN,2016-03-28 16:12:09,Vine - Make a Scene,This is Blitz. He screams. 10/10 (vid by @yeaahliv) https://t.co/MfW2aym5UF,https://vine.co/v/iDrOvVqq0A6,10.0,10,Blitz,None,None,None,None,floofer,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,1,Labrador_retriever,5609,1683
1222,714258258790387713,NaN,NaN,2016-03-28 01:10:13,Twitter for iPhone,Meet Travis and Flurp. Travis is pretty chill but Flurp can't lie down properly. 10/10 &amp; 8/10 get it together Flurp https://t.co/Akzl5ynMmE,https://twitter.com/dog_rates/status/714258258790387713/photo/1,8.0,10,Travis,None,None,None,None,floofer,https://pbs.twimg.com/media/ClRoXGwWIAEVVzc.jpg,1,Samoyed,258,25
1223,714251586676113411,NaN,NaN,2016-03-28 00:43:43,Twitter for iPhone,This is Thumas. He hates potted plants. 8/10 wtf Thumas https://t.co/rDVueNIcEi,https://twitter.com/dog_rates/status/714251586676113411/photo/1,8.0,10,Thumas,None,None,None,None,floofer,https://pbs.twimg.com/media/ClW9w7mWEAEFN1k.jpg,1,Shetland_sheepdog,4006,1111
1224,714214115368108032,NaN,NaN,2016-03-27 22:14:49,Twitter for iPhone,Happy Easter from the squad! 🐇🐶 13/10 for all https://t.co/YMx4KWJUAB,https://twitter.com/dog_rates/status/714214115368108032/photo/1,13.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/ClarNU8VAAEDrDt.jpg,1,toy_poodle,3100,969
1225,714141408463036416,NaN,NaN,2016-03-27 17:25:54,Twitter for iPhone,"I know we only rate dogs, but since it's Easter I guess we could rate a bunny for a change. 10/10 petable as hell https://t.co/O2RlKXigHu",https://twitter.com/dog_rates/status/714141408463036416/photo/1,10.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/ClbBg4WWEAMjwJu.jpg,1,Old_English_sheepdog,3416,521
1226,713919462244790272,NaN,NaN,2016-03-27 02:43:58,Twitter for iPhone,This is Kanu. He's a Freckled Ticonderoga. Simply flawless. 12/10 would perform an elaborate heist to capture https://t.co/7vyAzIURrE,https://twitter.com/dog_rates/status/713919462244790272/photo/1,12.0,10,Kanu,None,None,None,None,floofer,https://pbs.twimg.com/media/Clb5pLJWMAE-QS1.jpg,2,Shetland_sheepdog,2391,668
1228,713900603437621249,NaN,NaN,2016-03-27 01:29:02,Twitter for iPhone,Happy Saturday here's 9 puppers on a bench. 99/90 good work everybody https://t.co/mpvaVxKmc1,https://twitter.com/dog_rates/status/713900603437621249/photo/1,99.0,90,None,None,None,None,None,floofer,https://pbs.twimg.com/media/ClhGBCAWIAAFCsz.jpg,1,Labrador_retriever,8502,2484
1229,713761197720473600,NaN,NaN,2016-03-26 16:15:05,Twitter for iPhone,This is Piper. She would really like that tennis ball core. Super sneaky tongue slip. 12/10 precious af https://t.co/QP6GHi5az9,https://twitter.com/dog_rates/status/713761197720473600/photo/1,12.0,10,Piper,None,None,None,None,floofer,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,1,basset,2996,1065
1230,713411074226274305,NaN,NaN,2016-03-25 17:03:49,Twitter for iPhone,Here we see an extremely rare Bearded Floofmallow. Only a few left in the wild. 11/10 would pet with a purpose https://t.co/jVJJKlPbvq,https://twitter.com/dog_rates/status/713411074226274305/photo/1,11.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CllNnkWWMAEDIAR.jpg,1,chow,9376,4439
1231,713177543487135744,NaN,NaN,2016-03-25 01:35:51,Twitter for iPhone,This is Lance. Lance doesn't give a shit. 10/10 we should all be more like Lance https://t.co/SqnG9Ap28J,https://twitter.com/dog_rates/status/713177543487135744/photo/1,10.0,10,Lance,None,None,None,None,floofer,https://pbs.twimg.com/media/ClmT0KHWkAAXbhy.jpg,1,Pekinese,34647,19673
1232,713175907180089344,NaN,NaN,2016-03-25 01:29:21,Twitter for iPhone,Say hello to Opie and Clarkus. Clarkus fell asleep so Opie buried him. Ruthless af 10/10 for both https://t.co/xT7XaY4gnW,https://twitter.com/dog_rates/status/713175907180089344/photo/1,10.0,10,Opie,None,None,None,None,floofer,https://pbs.twimg.com/media/ClqGl7fXIAA8nDe.jpg,1,Shetland_sheepdog,4082,984
1233,712809025985978368,NaN,NaN,2016-03-24 01:11:29,Twitter for iPhone,This is Stubert. He just arrived. 10/10 https://t.co/HVGs5aAKAn,https://twitter.com/dog_rates/status/712809025985978368/photo/1,10.0,10,Stubert,None,None,None,None,floofer,https://pbs.twimg.com/media/ClrK-rGWAAENcAa.jpg,1,chow,3857,1219
1234,712717840512598017,NaN,NaN,2016-03-23 19:09:09,Twitter for iPhone,Please don't send in any more polar bears. We only rate dogs. Thank you... 10/10 https://t.co/83RGhdIQz2,https://twitter.com/dog_rates/status/712717840512598017/photo/1,10.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/ClujESVXEAA4uH8.jpg,1,German_shepherd,3494,791
1235,712668654853337088,NaN,NaN,2016-03-23 15:53:42,Twitter for iPhone,Say hello to Sunny and Roxy. They pull things out of water together. 10/10 for both https://t.co/88aedAmxcl,https://twitter.com/dog_rates/status/712668654853337088/photo/1,10.0,10,Sunny,None,None,None,None,floofer,https://pbs.twimg.com/media/Clwgf4bWgAAB15c.jpg,1,toy_poodle,3159,667
1236,712438159032893441,NaN,NaN,2016-03-23 00:37:48,Twitter for iPhone,This is Kane. He's a semi-submerged Haitian Huffleplop. Happy af. Sick waterfall. 11/10 would pat head approvingly https://t.co/7zjEC501Ul,https://twitter.com/dog_rates/status/712438159032893441/photo/1,11.0,10,Kane,None,None,None,None,floofer,https://pbs.twimg.com/media/ClzoJz7WYAELHSf.jpg,1,golden_retriever,4805,1497
1237,712309440758808576,NaN,NaN,2016-03-22 16:06:19,Twitter for iPhone,"Reminder that we made our first set of stickers available! All are 12/10 would stick Use code ""pupper"" at checkout🐶  https://t.co/kJIMNyMNKV",https://twitter.com/stickergrub/status/709919141004595201,12.0,10,None,None,None,pupper,None,pupper,https://pbs.twimg.com/media/Cl0iFdeXEAQtPyT.jpg,3,Boston_bull,2681,740
1238,712097430750289920,NaN,NaN,2016-03-22 02:03:52,Twitter for iPhone,I can't even comprehend how confused this dog must be right now. 10/10 https://t.co/8AGcQ4hIfK,https://twitter.com/dog_rates/status/712097430750289920/photo/1,10.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/Cl071YVWEAAlF7N.jpg,1,Ibizan_hound,2835,580
1239,712092745624633345,NaN,NaN,2016-03-22 01:45:15,Twitter for iPhone,This is Steven. He's inverted af. Also very helpful. Scans anything you want for free. Takes him a while tho. 7/10 https://t.co/tA0ZiQ7JcG,https://twitter.com/dog_rates/status/712092745624633345/photo/1,7.0,10,Steven,None,None,None,None,floofer,https://pbs.twimg.com/media/Cl1s1p7WMAA44Vk.jpg,1,Pembroke,2438,608
1241,712065007010385924,NaN,NaN,2016-03-21 23:55:01,Twitter for iPhone,This is Chester. He's clearly in charge of the other dogs. Weird ass paws. Not fit for fetch. 6/10 would still pet https://t.co/o2GvskrhHt,https://twitter.com/dog_rates/status/712065007010385924/photo/1,6.0,10,Chester,None,None,None,None,floofer,https://pbs.twimg.com/media/Cl4-pevXEAAb8VW.jpg,1,Labrador_retriever,4802,2022
1243,711968124745228288,NaN,NaN,2016-03-21 17:30:03,Twitter for iPhone,Meet Winston. He's trapped in a cup of coffee. Poor pupper. 10/10 someone free him https://t.co/2e6cUtKUuc,https://twitter.com/dog_rates/status/711968124745228288/photo/1,10.0,10,Winston,None,None,pupper,None,pupper,https://pbs.twimg.com/media/Cl6odlVWQAIy5uk.jpg,2,Shetland_sheepdog,2249,556
1245,711732680602345472,NaN,NaN,2016-03-21 01:54:29,Twitter for iPhone,I want to hear the joke this dog was just told. 10/10 https://t.co/1KiuZqqOD4,https://twitter.com/dog_rates/status/711732680602345472/photo/1,10.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/Cl-yykwWkAAqUCE.jpg,1,Cardigan,2538,1214
1246,711694788429553666,NaN,NaN,2016-03-20 23:23:54,Twitter for iPhone,Oh. My. God. 13/10 magical af https://t.co/Ezu6jQrKAZ,https://twitter.com/dog_rates/status/711694788429553666/photo/1,13.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/Cl_80k5WkAEbo9m.jpg,1,basenji,3066,963
1247,711652651650457602,NaN,NaN,2016-03-20 20:36:28,Twitter for iPhone,This is Gary. He just wanted to say hi. 9/10 very personable pup https://t.co/Sk3CbhmKSW,https://twitter.com/dog_rates/status/711652651650457602/photo/1,9.0,10,Gary,None,None,None,None,floofer,https://pbs.twimg.com/media/CmAC7ehXEAAqSuW.jpg,1,Chesapeake_Bay_retriever,2924,962
1248,711363825979756544,NaN,NaN,2016-03-20 01:28:47,Twitter for iPhone,"""Please, no puparazzi"" 11/10 https://t.co/nJIXSPfedK",https://twitter.com/dog_rates/status/711363825979756544/photo/1,11.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CmDHdCoWkAACTB4.jpg,1,Pembroke,5803,2139
1249,711306686208872448,NaN,NaN,2016-03-19 21:41:44,Twitter for iPhone,What hooligan sent in pictures w/out a dog in them? Churlish af. 3/10 just bc that's a neat fluffy bean bag chair https://t.co/wcwoGOkZvz,https://twitter.com/dog_rates/status/711306686208872448/photo/1,3.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CmDgPTsWEAIi2T1.jpg,1,Pembroke,3148,1151
1250,711008018775851008,NaN,NaN,2016-03-19 01:54:56,Twitter for iPhone,This is Chuckles. He had a balloon but he accidentally let go of it and it floated away. 11/10 hang in there pupper https://t.co/68iNM7B5gW,https://twitter.com/dog_rates/status/711008018775851008/photo/1,11.0,10,Chuckles,None,None,pupper,None,pupper,https://pbs.twimg.com/media/CmEGMSvUYAAl3ZM.jpg,1,kuvasz,710,106
1251,710997087345876993,NaN,NaN,2016-03-19 01:11:29,Twitter for iPhone,Meet Milo and Amos. They are the best of pals. Both 12/10 would pet at the same time https://t.co/Mv37BHEyyD,https://twitter.com/dog_rates/status/710997087345876993/photo/1,12.0,10,Milo,None,None,None,None,floofer,https://pbs.twimg.com/media/CmExV2qWkAAn_pN.jpg,1,Samoyed,3690,1283
1252,710844581445812225,NaN,NaN,2016-03-18 15:05:29,Twitter for iPhone,This is Staniel. His selfie game is strong af. 10/10 I'd snapchat with Staniel https://t.co/UgkTw7TKyM,https://twitter.com/dog_rates/status/710844581445812225/photo/1,10.0,10,Staniel,None,None,None,None,floofer,https://pbs.twimg.com/media/CmFM7ngXEAEitfh.jpg,1,kelpie,3733,1299
1254,710658690886586372,NaN,NaN,2016-03-18 02:46:49,Twitter for iPhone,Here's a brigade of puppers. All look very prepared for whatever happens next. 80/80 https://t.co/0eb7R1Om12,https://twitter.com/dog_rates/status/710658690886586372/photo/1,80.0,80,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CmKUwImXIAA58f5.jpg,1,Shetland_sheepdog,1570,257
1255,710609963652087808,NaN,NaN,2016-03-17 23:33:12,Vine - Make a Scene,I've watched this a million times and you probably will too. 12/10 (vid by @emily_galasso) https://t.co/DU7Rb3NDiy,https://vine.co/v/idaTpwH5TgU,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CmKpVtlWAAEnyHm.jpg,1,borzoi,2350,638
1256,710588934686908417,NaN,NaN,2016-03-17 22:09:38,Twitter for iPhone,This is Beemo. He's a Chubberflop mix. 12/10 would cross the world for https://t.co/kzMVMU8HBV,https://twitter.com/dog_rates/status/710588934686908417/photo/1,12.0,10,Beemo,None,None,None,None,floofer,https://pbs.twimg.com/ext_tw_video_thumb/748568890477789184/pu/img/1MzP7FuodJdHw8zA.jpg,1,Tibetan_terrier,2765,747
1257,710296729921429505,NaN,NaN,2016-03-17 02:48:31,Vine - Make a Scene,This is Oshie. 12/10 please enjoy (vid by @catherinec1389) https://t.co/VmtzwAuotq,https://vine.co/v/iw9hUFAMerV,12.0,10,Oshie,None,None,None,None,floofer,https://pbs.twimg.com/media/CmN5ecNWMAE6pnf.jpg,1,soft-coated_wheaten_terrier,2530,617
1259,710272297844797440,NaN,NaN,2016-03-17 01:11:26,Twitter for iPhone,We 👏🏻 only 👏🏻 rate 👏🏻 dogs. Pls stop sending in non-canines like this Dutch Panda Worm. This is infuriating. 11/10 https://t.co/odfLzBonG2,https://twitter.com/dog_rates/status/710272297844797440/photo/1,11.0,10,infuriating,None,None,None,None,floofer,https://pbs.twimg.com/media/CmPp5pOXgAAD_SG.jpg,1,Pembroke,2547,688
1261,710153181850935296,NaN,NaN,2016-03-16 17:18:07,Twitter for iPhone,This is Lacy. She's tipping her hat to you. Daydreams of her life back on the frontier. 11/10 would pet so well https://t.co/fG5Pk3Et1I,https://twitter.com/dog_rates/status/710153181850935296/photo/1,11.0,10,Lacy,None,None,None,None,floofer,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg,1,borzoi,2157,449
1262,710140971284037632,NaN,NaN,2016-03-16 16:29:35,Twitter for iPhone,This is Tater. His underbite is fierce af. Doesn't give a damn about your engagement photo. 8/10 https://t.co/nLuPY3pY12,https://twitter.com/dog_rates/status/710140971284037632/photo/1,8.0,10,Tater,None,None,None,None,floofer,https://pbs.twimg.com/media/CmTm-XQXEAAEyN6.jpg,1,German_short-haired_pointer,5017,1769
1263,710117014656950272,NaN,NaN,2016-03-16 14:54:24,Twitter for iPhone,This pupper got her hair chalked for her birthday. Hasn't told her parents yet. Rebellious af. 11/10 very nifty https://t.co/h1OX2mLtxV,https://twitter.com/dog_rates/status/710117014656950272/photo/1,11.0,10,None,None,None,pupper,None,pupper,https://pbs.twimg.com/media/CmUciKgWIAA97sH.jpg,1,West_Highland_white_terrier,1895,705
1264,709918798883774466,NaN,NaN,2016-03-16 01:46:45,Twitter for iPhone,Meet Watson. He's a Suzuki Tickleboop. Leader of a notorious biker gang. Only one ear functional. 12/10 snuggable af https://t.co/R1gLc5vDqG,https://twitter.com/dog_rates/status/709918798883774466/photo/1,12.0,10,Watson,None,None,None,None,floofer,https://pbs.twimg.com/media/CmU2DVWWgAArvp3.jpg,2,pug,3142,967
1265,709901256215666688,NaN,NaN,2016-03-16 00:37:03,Twitter for iPhone,"WeRateDogs stickers are here and they're 12/10! Use code ""puppers"" at checkout 🐶🐾  Shop now: https://t.co/k5xsufRKYm https://t.co/ShXk46V13r","http://goo.gl/ArWZfi,https://twitter.com/dog_rates/status/709901256215666688/photo/1",12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/ext_tw_video_thumb/749316899712950272/pu/img/nvZI9mkoAxt89sul.jpg,1,wire-haired_fox_terrier,1794,543
1266,709852847387627521,NaN,NaN,2016-03-15 21:24:41,Twitter for iPhone,*lets out a tiny whimper and then collapses* ...12/10 https://t.co/BNdVZEHRow,https://twitter.com/dog_rates/status/709852847387627521/photo/1,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CmZjizYW8AA3FCN.jpg,1,Pomeranian,17417,7496
1267,709566166965075968,NaN,NaN,2016-03-15 02:25:31,Twitter for iPhone,This is Olaf. He's gotta be rare. Seems sturdy. Tail is floofy af. 12/10 would do whatever it takes to pet https://t.co/E9jaU59bh9,https://twitter.com/dog_rates/status/709566166965075968/photo/1,12.0,10,Olaf,None,None,None,None,floofer,https://pbs.twimg.com/media/CmZqIslWIAQFiqe.jpg,1,Chesapeake_Bay_retriever,2891,881
1268,709556954897764353,NaN,NaN,2016-03-15 01:48:55,Twitter for iPhone,This is Cecil. She's a Gigglefloof Poofer. Outdoorsy af. One with nature. 12/10 would strategically capture https://t.co/ijJB0DuOIC,https://twitter.com/dog_rates/status/709556954897764353/photo/1,12.0,10,Cecil,None,None,None,None,floofer,https://pbs.twimg.com/media/CmZ3YH9WEAAowi3.jpg,2,papillon,2694,784
1269,709519240576036864,NaN,NaN,2016-03-14 23:19:03,Twitter for iPhone,This is Vince. He's a Gregorian Flapjeck. White spot on legs almost looks like another dog (whoa). 9/10 rad as hell https://t.co/aczGAV2dK4,https://twitter.com/dog_rates/status/709519240576036864/photo/1,9.0,10,Vince,None,None,None,None,floofer,https://pbs.twimg.com/media/Cme7pg2XEAATMnP.jpg,1,Pekinese,2691,726
1271,709409458133323776,NaN,NaN,2016-03-14 16:02:49,Twitter for iPhone,This is Billy. He sensed a squirrel. 8/10 damn it Billy https://t.co/Yu0K98VZ9A,https://twitter.com/dog_rates/status/709409458133323776/photo/1,8.0,10,Billy,None,None,None,None,floofer,https://pbs.twimg.com/media/CmfoyrrW8AA8v7w.jpg,1,Old_English_sheepdog,16897,10902
1272,709225125749587968,NaN,NaN,2016-03-14 03:50:21,Twitter for iPhone,This is Walker. He's a Butternut Khalifa. Appears fuzzy af. 11/10 would hug for a ridiculous amount of time https://t.co/k6fEWHSALn,https://twitter.com/dog_rates/status/709225125749587968/photo/1,11.0,10,Walker,None,None,None,None,floofer,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,1,Boston_bull,3822,1443
1273,709207347839836162,NaN,NaN,2016-03-14 02:39:42,Twitter for iPhone,This is Penny. She's trying on her prom dress. Stunning af 11/10 https://t.co/qcZDZGCapg,https://twitter.com/dog_rates/status/709207347839836162/photo/1,11.0,10,Penny,None,None,None,None,floofer,https://pbs.twimg.com/media/CmieRQRXgAA8MV3.jpg,1,standard_poodle,2482,793
1274,709198395643068416,NaN,NaN,2016-03-14 02:04:08,Twitter for iPhone,"From left to right: Cletus, Jerome, Alejandro, Burp, &amp; Titson None know where camera is. 45/50 would hug all at once https://t.co/sedre1ivTK",https://twitter.com/dog_rates/status/709198395643068416/photo/1,45.0,50,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CmfssOtXYAAKa_Z.jpg,1,Labrador_retriever,4508,1660
1275,709179584944730112,NaN,NaN,2016-03-14 00:49:23,Vine - Make a Scene,This is Sammy. He's in a tree. Very excited about it. 13/10 https://t.co/CLe9ETEjeF,https://vine.co/v/iwAjdlEjwMl,13.0,10,Sammy,None,None,None,None,floofer,https://pbs.twimg.com/media/Cmfx2oNW8AAGg4H.jpg,1,Saluki,3576,905
1276,709158332880297985,NaN,NaN,2016-03-13 23:24:56,Twitter for iPhone,Meet Rodney. He's a Ukranian Boomchicka. Outside but would like to be inside. Only has one ear (unfortunate) 10/10 https://t.co/FjAj3ggXrR,https://twitter.com/dog_rates/status/709158332880297985/photo/1,10.0,10,Rodney,None,None,None,None,floofer,https://pbs.twimg.com/media/CmjKOzVWcAAQN6w.jpg,2,redbone,2832,1054
1277,709042156699303936,NaN,NaN,2016-03-13 15:43:18,Twitter for iPhone,This is Klevin. He's addicted to sandwiches (yes a hotdog is a sandwich fight me) It's tearing his family apart 9/10 https://t.co/7BkkVNu5pd,https://twitter.com/dog_rates/status/709042156699303936/photo/1,9.0,10,Klevin,None,None,None,None,floofer,https://pbs.twimg.com/media/Cmf5WLGWYAAcmRw.jpg,1,pug,2036,584
1278,708853462201716736,NaN,NaN,2016-03-13 03:13:29,Vine - Make a Scene,This is Lucy. She doesn't understand fetch. 8/10 try turning off and back on (vid by @rileyyoungblood) https://t.co/RXjEwpVJf0,https://vine.co/v/iHl2UDEBZ95,8.0,10,Lucy,None,None,None,None,floofer,https://pbs.twimg.com/media/Cmjlsh1XgAEvhq_.jpg,2,golden_retriever,4609,2072
1279,708845821941387268,NaN,NaN,2016-03-13 02:43:08,Twitter for iPhone,Here's a pupper with magic eyes. Not wearing a seat belt tho (irresponsible af). Very distracting to driver. 9/10 https://t.co/5DLJB4ssvI,https://twitter.com/dog_rates/status/708845821941387268/photo/1,9.0,10,None,None,None,pupper,None,pupper,https://pbs.twimg.com/media/Cmjzc-oWEAESFCm.jpg,2,Shih-Tzu,3287,1209
1280,708834316713893888,NaN,NaN,2016-03-13 01:57:25,Twitter for iPhone,Meet Malikai. He was rolling around having fun when he remembered the inevitable heat death of the universe. 10/10 https://t.co/Vd2FqHIIGn,https://twitter.com/dog_rates/status/708834316713893888/photo/1,10.0,10,Malikai,None,None,None,None,floofer,https://pbs.twimg.com/media/CmkBKuwWgAAamOI.jpg,1,toy_poodle,51,2
1281,708810915978854401,NaN,NaN,2016-03-13 00:24:26,Twitter for iPhone,This is Mister. He's a wonderful father to his two pups. Heartwarming af. 10/10 for all https://t.co/2KcuJXL2r4,https://twitter.com/dog_rates/status/708810915978854401/photo/1,10.0,10,Mister,None,None,None,None,floofer,https://pbs.twimg.com/media/CmkO57iXgAEOxX9.jpg,1,pug,2857,1047
1282,708738143638450176,NaN,NaN,2016-03-12 19:35:15,Twitter for iPhone,This is Coco. She gets to stay on the Bachelor for another week. Super pumped 11/10 https://t.co/wsCB6LFNxD,https://twitter.com/dog_rates/status/708738143638450176/photo/1,11.0,10,Coco,None,None,None,None,floofer,https://pbs.twimg.com/media/CmnluwbXEAAqnkw.jpg,1,Border_collie,3460,1020
1283,708711088997666817,NaN,NaN,2016-03-12 17:47:45,Twitter for iPhone,This is Smokey. He really likes tennis balls. 11/10 https://t.co/Ah7WlYTUBQ,https://twitter.com/dog_rates/status/708711088997666817/photo/1,11.0,10,Smokey,None,None,None,None,floofer,https://pbs.twimg.com/media/CmoPdmHW8AAi8BI.jpg,1,golden_retriever,2634,655
1285,708469915515297792,NaN,NaN,2016-03-12 01:49:25,Twitter for iPhone,This is Bobble. He's a Croatian Galifianakis. Hears everything within 400 miles. 11/10 would snug diligently https://t.co/VwDc6PTDzk,https://twitter.com/dog_rates/status/708469915515297792/photo/1,11.0,10,Bobble,None,None,None,None,floofer,https://pbs.twimg.com/media/CmsXg9AWgAAs6Ui.jpg,1,Pembroke,3629,1079
1286,708400866336894977,NaN,NaN,2016-03-11 21:15:02,Vine - Make a Scene,RT if you are as ready for summer as this pup is 12/10 https://t.co/xdNNEZdGJY,https://vine.co/v/iHFqnjKVbIQ,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/CmufLLsXYAAsU0r.jpg,4,toy_poodle,2722,948
1287,708356463048204288,NaN,NaN,2016-03-11 18:18:36,Twitter for iPhone,This is Oliver. That is his castle. He protects it with his life. He's also squishy af. 10/10 would squish softly https://t.co/oSuEGw0BhX,https://twitter.com/dog_rates/status/708356463048204288/photo/1,10.0,10,Oliver,None,None,None,None,floofer,https://pbs.twimg.com/media/CmyPXNOW8AEtaJ-.jpg,1,Labrador_retriever,17905,6928
1288,708349470027751425,NaN,NaN,2016-03-11 17:50:48,Twitter for iPhone,This is River. He's changing the trumpet game. Innovative af. 11/10 such a good boy https://t.co/tK7a0AxQfd,https://twitter.com/dog_rates/status/708349470027751425/photo/1,11.0,10,River,None,None,None,None,floofer,https://pbs.twimg.com/media/CmzRRY1WcAEoxwY.jpg,2,Labrador_retriever,2400,746
1289,708149363256774660,NaN,NaN,2016-03-11 04:35:39,Twitter for iPhone,This is Jebberson. He's the reigning hide and seek world champion. 10/10 hasn't lost his touch https://t.co/VEFkvWCoHF,https://twitter.com/dog_rates/status/708149363256774660/photo/1,10.0,10,Jebberson,None,None,None,None,floofer,https://pbs.twimg.com/ext_tw_video_thumb/751250895690731520/pu/img/eziHbU1KbgZg-ijN.jpg,1,Walker_hound,2404,647
1290,708130923141795840,NaN,NaN,2016-03-11 03:22:23,Twitter for iPhone,Please stop sending in non canines like this Guatemalan Twiggle Bunny. We only rate dogs. Only send in dogs... 11/10 https://t.co/XKhobeGuvT,https://twitter.com/dog_rates/status/708130923141795840/photo/1,11.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/ext_tw_video_thumb/751456786360725504/pu/img/hWqfIQ29A0cBv6f_.jpg,1,golden_retriever,3708,1404
1291,708119489313951744,NaN,NaN,2016-03-11 02:36:57,Twitter for iPhone,This is Cooper. He basks in the glory of rebellion. 9/10 probably a preteen https://t.co/kDamUfeIpm,https://twitter.com/dog_rates/status/708119489313951744/photo/1,9.0,10,Cooper,None,None,None,None,floofer,https://pbs.twimg.com/media/Cm4AeG8XEAAulD2.jpg,2,Labrador_retriever,3472,1162
1292,708109389455101952,NaN,NaN,2016-03-11 01:56:49,Twitter for iPhone,This is Remington. He was caught off guard by the magical floating cheese. Spooked af. 10/10 deep breaths pup https://t.co/mhPSADiJmZ,https://twitter.com/dog_rates/status/708109389455101952/photo/1,10.0,10,Remington,None,None,None,None,floofer,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,1,dalmatian,2612,691
1293,708026248782585858,NaN,NaN,2016-03-10 20:26:26,Twitter for iPhone,Everybody stop what you're doing and watch this video. Frank is stuck in a loop. 13/10 (Vid by @klbmatty) https://t.co/5AJs8TIV1U,https://twitter.com/dog_rates/status/708026248782585858/video/1,13.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/Cm42t5vXEAAv4CS.jpg,1,toy_poodle,2920,856
1294,707995814724026368,NaN,NaN,2016-03-10 18:25:30,Twitter for iPhone,This is Farfle. He lost his back legs during the Battle of Gettysburg. Goes 0-60 in 4.3 seconds (damn) 12/10 hero af https://t.co/NiQQWzIzzq,https://twitter.com/dog_rates/status/707995814724026368/photo/1,12.0,10,Farfle,None,None,None,None,floofer,https://pbs.twimg.com/media/Cm8JwBqW8AAFOEn.jpg,1,chow,2720,732
1295,707983188426153984,707980065892667392,2319108198,2016-03-10 17:35:20,Twitter for iPhone,@serial @MrRoles OH MY GOD I listened to all of season 1 during a single road trip. I love you guys! I can confirm Bernie's 12/10 rating :),nan,12.0,10,None,None,None,None,None,floofer,https://pbs.twimg.com/media/Cm9q2d3XEAAqO2m.jpg,1,Lakeland_terrier,2321,855
1296,707969809498152960,NaN,NaN,2016-03-10 16:42:10,Twitter for iPhone,Meet Rufus. He's a Honeysuckle Firefox. Curly af. Badass tie. About to go on his first date ever 11/10 good luck pup https://t.co/dGoTWNfIsm,https://twitter.com/dog_rates/status/707969809498152960/photo/1,11.0,10,Rufus,None,None,None,None,floofer,https://pbs.twimg.com/media/CnBBfNuWcAAkOgO.jpg,1,Labrador_retriever,4298,1479
